frame	label	cpu_addr	value	active_expected_match	record_snapshot
684	opening_ptr_182_korean_16x16_capacity_tier1	$B1B9	91	true	81 82 83 84 85 86 87 88 BB 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A CA 00 00 00 FF
686	opening_ptr_182_korean_16x16_capacity_tier1	$B1BA	92	true	81 82 83 84 85 86 87 88 BB 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A CA 00 00 00 FF
688	opening_ptr_182_korean_16x16_capacity_tier1	$B1BB	CA	true	81 82 83 84 85 86 87 88 BB 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A CA 00 00 00 FF
690	opening_ptr_182_korean_16x16_capacity_tier1	$B1BC	F8	true	81 82 83 84 85 86 87 88 BB 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A CA 00 00 00 FF
690	opening_ptr_182_korean_16x16_capacity_tier1	$B1BD	93	true	81 82 83 84 85 86 87 88 BB 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A CA 00 00 00 FF
692	opening_ptr_182_korean_16x16_capacity_tier1	$B1BE	94	true	81 82 83 84 85 86 87 88 BB 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A CA 00 00 00 FF
694	opening_ptr_182_korean_16x16_capacity_tier1	$B1BF	95	true	81 82 83 84 85 86 87 88 BB 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A CA 00 00 00 FF
696	opening_ptr_182_korean_16x16_capacity_tier1	$B1C0	96	true	81 82 83 84 85 86 87 88 BB 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A CA 00 00 00 FF
698	opening_ptr_182_korean_16x16_capacity_tier1	$B1C1	00	true	81 82 83 84 85 86 87 88 BB 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A CA 00 00 00 FF
700	opening_ptr_182_korean_16x16_capacity_tier1	$B1C2	97	true	81 82 83 84 85 86 87 88 BB 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A CA 00 00 00 FF
702	opening_ptr_182_korean_16x16_capacity_tier1	$B1C3	98	true	81 82 83 84 85 86 87 88 BB 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A CA 00 00 00 FF
704	opening_ptr_182_korean_16x16_capacity_tier1	$B1C4	99	true	81 82 83 84 85 86 87 88 BB 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A CA 00 00 00 FF
706	opening_ptr_182_korean_16x16_capacity_tier1	$B1C5	9A	true	81 82 83 84 85 86 87 88 BB 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A CA 00 00 00 FF
708	opening_ptr_182_korean_16x16_capacity_tier1	$B1C6	CA	true	81 82 83 84 85 86 87 88 BB 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A CA 00 00 00 FF
710	opening_ptr_182_korean_16x16_capacity_tier1	$B1C7	00	true	81 82 83 84 85 86 87 88 BB 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A CA 00 00 00 FF
712	opening_ptr_182_korean_16x16_capacity_tier1	$B1C8	00	true	81 82 83 84 85 86 87 88 BB 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A CA 00 00 00 FF
714	opening_ptr_182_korean_16x16_capacity_tier1	$B1C9	00	true	81 82 83 84 85 86 87 88 BB 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A CA 00 00 00 FF
716	opening_ptr_182_korean_16x16_capacity_tier1	$B1CA	FF	true	81 82 83 84 85 86 87 88 BB 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A CA 00 00 00 FF
