frame	label	cpu_addr	value	active_expected_match	record_snapshot
666	opening_ptr_182_184_korean_p182	$B1B0	89	true	81 82 83 84 85 86 BB 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
668	opening_ptr_182_184_korean_p182	$B1B1	8A	true	81 82 83 84 85 86 BB 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
670	opening_ptr_182_184_korean_p182	$B1B2	8B	true	81 82 83 84 85 86 BB 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
672	opening_ptr_182_184_korean_p182	$B1B3	8C	true	81 82 83 84 85 86 BB 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
674	opening_ptr_182_184_korean_p182	$B1B4	CA	true	81 82 83 84 85 86 BB 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
676	opening_ptr_182_184_korean_p182	$B1B5	F8	true	81 82 83 84 85 86 BB 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
676	opening_ptr_182_184_korean_p182	$B1B6	8D	true	81 82 83 84 85 86 BB 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
678	opening_ptr_182_184_korean_p182	$B1B7	8E	true	81 82 83 84 85 86 BB 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
680	opening_ptr_182_184_korean_p182	$B1B8	8F	true	81 82 83 84 85 86 BB 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
682	opening_ptr_182_184_korean_p182	$B1B9	90	true	81 82 83 84 85 86 BB 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
684	opening_ptr_182_184_korean_p182	$B1BA	91	true	81 82 83 84 85 86 BB 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
686	opening_ptr_182_184_korean_p182	$B1BB	92	true	81 82 83 84 85 86 BB 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
688	opening_ptr_182_184_korean_p182	$B1BC	93	true	81 82 83 84 85 86 BB 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
690	opening_ptr_182_184_korean_p182	$B1BD	94	true	81 82 83 84 85 86 BB 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
692	opening_ptr_182_184_korean_p182	$B1BE	00	true	81 82 83 84 85 86 BB 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
694	opening_ptr_182_184_korean_p182	$B1BF	95	true	81 82 83 84 85 86 BB 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
696	opening_ptr_182_184_korean_p182	$B1C0	96	true	81 82 83 84 85 86 BB 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
698	opening_ptr_182_184_korean_p182	$B1C1	97	true	81 82 83 84 85 86 BB 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
700	opening_ptr_182_184_korean_p182	$B1C2	98	true	81 82 83 84 85 86 BB 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
702	opening_ptr_182_184_korean_p182	$B1C3	CA	true	81 82 83 84 85 86 BB 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
704	opening_ptr_182_184_korean_p182	$B1C4	00	true	81 82 83 84 85 86 BB 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
706	opening_ptr_182_184_korean_p182	$B1C5	FF	true	81 82 83 84 85 86 BB 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
