frame	label	cpu_addr	value	active_expected_match	record_snapshot
690	opening_ptr_182_183_korean_p182	$B1BD	93	true	81 82 83 84 85 86 99 9A 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
692	opening_ptr_182_183_korean_p182	$B1BE	94	true	81 82 83 84 85 86 99 9A 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
694	opening_ptr_182_183_korean_p182	$B1BF	00	true	81 82 83 84 85 86 99 9A 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
696	opening_ptr_182_183_korean_p182	$B1C0	95	true	81 82 83 84 85 86 99 9A 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
698	opening_ptr_182_183_korean_p182	$B1C1	96	true	81 82 83 84 85 86 99 9A 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
700	opening_ptr_182_183_korean_p182	$B1C2	97	true	81 82 83 84 85 86 99 9A 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
702	opening_ptr_182_183_korean_p182	$B1C3	98	true	81 82 83 84 85 86 99 9A 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
704	opening_ptr_182_183_korean_p182	$B1C4	CA	true	81 82 83 84 85 86 99 9A 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
706	opening_ptr_182_183_korean_p182	$B1C5	00	true	81 82 83 84 85 86 99 9A 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
708	opening_ptr_182_183_korean_p182	$B1C6	FF	true	81 82 83 84 85 86 99 9A 00 87 88 89 8A 8B 8C CA F8 8D 8E 8F 90 91 92 93 94 00 95 96 97 98 CA 00 FF
